14,18
14,17
14,13
18,3
3,19
3,2
3,17
3,22
3,24
19,2
19,24
2,15
2,1
2,20
15,17
1,5
1,8
1,7
13,12
12,10
10,11
10,9
9,5
9,8
5,4
4,6
6,7
23,16
16,21
21,20
21,22
25,24
25,28
24,27
27,28
29,8
30,9
30,8
31,9
31,5
32,1
33,5
33,4
33,6
34,6
34,7
35,13
36,14
36,15
37,2
38,21
38,20
38,22
39,14
39,17
40,18
40,17
41,19
41,17
41,11
41,16
41,25
42,3
43,23
44,25
44,24
45,27
45,28
46,13
46,11
47,9
48,15
48,23
49,25
49,26
50,19
